transaction_id,order_date,customer_id,product_id,quantity,unit_price,total_sales,region,sales_channel,clean_order_date,product_name,category,brand,cost,selling_price,calc_revenue,total_profit
TRX02969,2024-07-17,CUST1094,1006,1,16140,16140,Jakarta,Online,2024-07-17,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,16140,7012
TRX03014,2024-02-28,CUST1075,1006,4,16140,64560,Medan,Online,2024-02-28,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,64560,28048
TRX03037,2024-02-08,CUST1004,1006,2,16140,32280,Jakarta,Offline,2024-02-08,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,32280,14024
TRX03060,2024-06-15,CUST1206,1006,8,16140,129120,Medan,Offline,2024-06-15,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,129120,56096
TRX03103,2024-02-22,CUST1267,1006,3,16140,48420,Bandung,Online,2024-02-22,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,48420,21036
TRX03107,2024-10-07,CUST1045,1006,3,16140,48420,Bandung,Offline,2024-10-07,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,48420,21036
TRX03108,2024-02-29,CUST1133,1006,3,16140,48420,Bandung,Online,2024-02-29,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,48420,21036
TRX03120,2024-05-13,CUST1201,1006,6,16140,96840,Jakarta,Offline,2024-05-13,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,96840,42072
TRX03196,2024-05-14,CUST1183,1006,2,16140,32280,Medan,Offline,2024-05-14,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,32280,14024
TRX03216,2024-11-03,CUST1015,1006,7,16140,112980,Medan,Online,2024-11-03,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,112980,49084
TRX03231,2024-09-04,CUST1138,1006,7,16140,112980,Makassar,Offline,2024-09-04,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,112980,49084
TRX03239,2024-01-28,CUST1021,1006,6,16140,96840,Jakarta,Offline,2024-01-28,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,96840,42072
TRX03246,2024-03-28,CUST1196,1006,4,16140,64560,Bandung,Online,2024-03-28,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,64560,28048
TRX03247,2024-02-16,CUST1292,1006,3,16140,48420,Makassar,Offline,2024-02-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,48420,21036
TRX03266,2024-03-21,CUST1086,1006,8,16140,129120,Bandung,Online,2024-03-21,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,129120,56096
TRX03374,2024-01-25,CUST1038,1006,7,16140,112980,Surabaya,Offline,2024-01-25,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,112980,49084
TRX03375,2024-09-13,CUST1156,1006,1,16140,16140,Makassar,Online,2024-09-13,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,16140,7012
TRX03392,2024-01-16,CUST1174,1006,6,16140,96840,Medan,Offline,2024-01-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,96840,42072
TRX03401,2024-03-10,CUST1242,1006,10,16140,161400,Medan,Offline,2024-03-10,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX03418,2024-10-04,CUST1054,1006,7,16140,112980,Surabaya,Online,2024-10-04,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,112980,49084
TRX03425,2024-03-10,CUST1207,1006,6,16140,96840,Makassar,Offline,2024-03-10,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,96840,42072
TRX03427,2024-05-10,CUST1254,1006,7,16140,112980,Jakarta,Online,2024-05-10,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,112980,49084
TRX03448,2024-09-17,CUST1074,1006,9,16140,145260,Jakarta,Offline,2024-09-17,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,145260,63108
TRX03502,2024-01-06,CUST1013,1006,1,16140,16140,Jakarta,Online,2024-01-06,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,16140,7012
TRX03525,2024-11-16,CUST1132,1006,5,16140,80700,Bandung,Offline,2024-11-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,80700,35060
TRX03581,2024-09-27,CUST1069,1006,9,16140,145260,Medan,Online,2024-09-27,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,145260,63108
TRX03593,2024-04-07,CUST1055,1006,3,16140,48420,Bandung,Online,2024-04-07,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,48420,21036
TRX03651,2024-08-20,CUST1244,1006,2,16140,32280,Jakarta,Offline,2024-08-20,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,32280,14024
TRX03655,2024-06-16,CUST1081,1006,6,16140,96840,Jakarta,Offline,2024-06-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,96840,42072
TRX03682,2024-07-20,CUST1100,1006,10,16140,161400,Bandung,Offline,2024-07-20,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX03696,2024-10-22,CUST1038,1006,9,16140,145260,Jakarta,Offline,2024-10-22,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,145260,63108
TRX03835,2024-10-26,CUST1120,1006,5,16140,80700,Makassar,Online,2024-10-26,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,80700,35060
TRX03842,2024-10-11,CUST1149,1006,10,16140,161400,Jakarta,Offline,2024-10-11,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX03910,2024-08-03,CUST1160,1006,4,16140,64560,Bandung,Offline,2024-08-03,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,64560,28048
TRX03919,2024-09-07,CUST1226,1006,6,16140,96840,Surabaya,Online,2024-09-07,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,96840,42072
TRX03957,2024-11-15,CUST1117,1006,5,16140,80700,Surabaya,Online,2024-11-15,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,80700,35060
TRX03966,2024-09-19,CUST1130,1006,9,16140,145260,Makassar,Offline,2024-09-19,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,145260,63108
TRX03969,2024-12-25,CUST1068,1006,10,16140,161400,Medan,Online,2024-12-25,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX04012,2024-09-06,CUST1233,1006,8,16140,129120,Surabaya,Online,2024-09-06,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,129120,56096
TRX04048,2024-12-16,CUST1093,1006,4,16140,64560,Jakarta,Offline,2024-12-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,64560,28048
TRX04075,2024-10-08,CUST1025,1006,10,16140,161400,Surabaya,Offline,2024-10-08,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX04119,2024-06-09,CUST1291,1006,10,16140,161400,Medan,Offline,2024-06-09,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX04163,2024-10-13,CUST1173,1006,4,16140,64560,Bandung,Online,2024-10-13,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,64560,28048
TRX04189,2024-02-10,CUST1188,1006,2,16140,32280,Makassar,Offline,2024-02-10,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,32280,14024
TRX04211,2024-04-26,CUST1097,1006,8,16140,129120,Makassar,Online,2024-04-26,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,129120,56096
TRX04254,2024-09-28,CUST1273,1006,10,16140,161400,Makassar,Offline,2024-09-28,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX04261,2024-09-05,CUST1193,1006,6,16140,96840,Surabaya,Offline,2024-09-05,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,96840,42072
TRX04291,2024-08-16,CUST1066,1006,10,16140,161400,Jakarta,Online,2024-08-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX04296,2024-05-22,CUST1290,1006,5,16140,80700,Medan,Offline,2024-05-22,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,80700,35060
TRX04328,2024-02-10,CUST1088,1006,1,16140,16140,Bandung,Offline,2024-02-10,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,16140,7012
TRX04413,2024-03-20,CUST1258,1006,4,16140,64560,Bandung,Online,2024-03-20,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,64560,28048
TRX04433,2024-08-12,CUST1293,1006,2,16140,32280,Makassar,Offline,2024-08-12,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,32280,14024
TRX04446,2024-11-04,CUST1031,1006,9,16140,145260,Jakarta,Online,2024-11-04,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,145260,63108
TRX04453,2024-04-18,CUST1023,1006,1,16140,16140,Surabaya,Offline,2024-04-18,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,16140,7012
TRX04482,2024-12-14,CUST1177,1006,3,16140,48420,Bandung,Offline,2024-12-14,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,48420,21036
TRX04498,2024-08-31,CUST1100,1006,9,16140,145260,Jakarta,Offline,2024-08-31,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,145260,63108
TRX04531,2024-04-16,CUST1113,1006,10,16140,161400,Surabaya,Online,2024-04-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX04546,2024-02-16,CUST1187,1006,7,16140,112980,Surabaya,Offline,2024-02-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,112980,49084
TRX04630,2024-01-13,CUST1261,1006,5,16140,80700,Bandung,Offline,2024-01-13,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,80700,35060
TRX04639,2024-03-27,CUST1033,1006,1,16140,16140,Bandung,Online,2024-03-27,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,16140,7012
TRX04648,2024-12-10,CUST1272,1006,10,16140,161400,Makassar,Offline,2024-12-10,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX04689,2024-08-03,CUST1042,1006,9,16140,145260,Medan,Offline,2024-08-03,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,145260,63108
TRX04690,2024-03-27,CUST1083,1006,9,16140,145260,Surabaya,Online,2024-03-27,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,145260,63108
TRX04709,2024-05-27,CUST1256,1006,10,16140,161400,Makassar,Online,2024-05-27,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX04715,2024-01-16,CUST1060,1006,4,16140,64560,Medan,Online,2024-01-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,64560,28048
TRX04725,2024-10-24,CUST1145,1006,2,16140,32280,Medan,Offline,2024-10-24,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,32280,14024
TRX04776,2024-12-09,CUST1092,1006,8,16140,129120,Medan,Online,2024-12-09,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,129120,56096
TRX04812,2024-04-03,CUST1129,1006,8,16140,129120,Surabaya,Offline,2024-04-03,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,129120,56096
TRX04829,2024-10-16,CUST1087,1006,2,16140,32280,Makassar,Online,2024-10-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,32280,14024
TRX04869,2024-08-08,CUST1252,1006,1,16140,16140,Medan,Online,2024-08-08,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,16140,7012
TRX04876,2024-07-26,CUST1088,1006,3,16140,48420,Jakarta,Offline,2024-07-26,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,48420,21036
TRX04891,2024-04-28,CUST1038,1006,1,16140,16140,Jakarta,Online,2024-04-28,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,16140,7012
TRX04942,2024-05-16,CUST1217,1006,8,16140,129120,Makassar,Online,2024-05-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,129120,56096
TRX04947,2024-01-09,CUST1262,1006,10,16140,161400,Medan,Offline,2024-01-09,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,161400,70120
TRX04966,2024-10-16,CUST1214,1006,6,16140,96840,Medan,Online,2024-10-16,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,96840,42072
TRX04985,2024-11-19,CUST1141,1006,8,16140,129120,Jakarta,Online,2024-11-19,Pepsodent Variant 2,Personal Care,Pepsodent,9128,16140,129120,56096
TRX00050,2024-03-08,CUST1153,1007,7,43118,301826,Medan,Offline,2024-03-08,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX00061,2024-08-14,CUST1282,1007,3,43118,129354,Medan,Online,2024-08-14,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX00065,2024-04-17,CUST1127,1007,6,43118,258708,Jakarta,Offline,2024-04-17,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX00068,2024-12-08,CUST1127,1007,7,43118,301826,Surabaya,Online,2024-12-08,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX00093,2024-11-09,CUST1258,1007,8,43118,344944,Medan,Offline,2024-11-09,Dove Variant 1,Personal Care,Dove,29346,43118,344944,110176
TRX00094,2024-08-31,CUST1230,1007,3,43118,129354,Surabaya,Online,2024-08-31,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX00095,2024-09-23,CUST1248,1007,5,43118,215590,Bandung,Offline,2024-09-23,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX00117,2024-10-23,CUST1013,1007,2,43118,86236,Surabaya,Offline,2024-10-23,Dove Variant 1,Personal Care,Dove,29346,43118,86236,27544
TRX00140,2024-04-09,CUST1151,1007,2,43118,86236,Bandung,Offline,2024-04-09,Dove Variant 1,Personal Care,Dove,29346,43118,86236,27544
TRX00142,2024-01-24,CUST1027,1007,5,43118,215590,Makassar,Offline,2024-01-24,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX00169,2024-10-08,CUST1018,1007,7,43118,301826,Medan,Online,2024-10-08,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX00170,2024-05-09,CUST1165,1007,6,43118,258708,Jakarta,Offline,2024-05-09,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX00211,2024-02-16,CUST1151,1007,3,43118,129354,Surabaya,Offline,2024-02-16,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX00235,2024-05-01,CUST1165,1007,6,43118,258708,Jakarta,Online,2024-05-01,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX00244,2024-11-05,CUST1220,1007,9,43118,388062,Jakarta,Online,2024-11-05,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX00260,2024-08-02,CUST1232,1007,7,43118,301826,Surabaya,Online,2024-08-02,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX00287,2024-05-26,CUST1039,1007,6,43118,258708,Jakarta,Offline,2024-05-26,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX00292,2024-12-28,CUST1224,1007,4,43118,172472,Medan,Online,2024-12-28,Dove Variant 1,Personal Care,Dove,29346,43118,172472,55088
TRX00299,2024-03-06,CUST1269,1007,6,43118,258708,Jakarta,Offline,2024-03-06,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX00335,2024-01-23,CUST1102,1007,4,43118,172472,Jakarta,Offline,2024-01-23,Dove Variant 1,Personal Care,Dove,29346,43118,172472,55088
TRX00366,2024-10-09,CUST1093,1007,3,43118,129354,Bandung,Offline,2024-10-09,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX00374,2024-05-15,CUST1107,1007,10,43118,431180,Makassar,Offline,2024-05-15,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX00394,2024-02-19,CUST1201,1007,3,43118,129354,Surabaya,Offline,2024-02-19,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX00416,2024-06-25,CUST1074,1007,7,43118,301826,Surabaya,Online,2024-06-25,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX00417,2024-02-10,CUST1177,1007,5,43118,215590,Medan,Offline,2024-02-10,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX00430,2024-09-15,CUST1239,1007,3,43118,129354,Surabaya,Online,2024-09-15,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX00450,2024-08-24,CUST1157,1007,9,43118,388062,Jakarta,Offline,2024-08-24,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX00499,2024-02-10,CUST1191,1007,7,43118,301826,Medan,Offline,2024-02-10,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX00568,2024-03-26,CUST1250,1007,9,43118,388062,Surabaya,Online,2024-03-26,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX00575,2024-08-22,CUST1289,1007,3,43118,129354,Medan,Online,2024-08-22,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX00584,2024-05-28,CUST1293,1007,5,43118,215590,Surabaya,Online,2024-05-28,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX00621,2024-12-25,CUST1205,1007,7,43118,301826,Jakarta,Online,2024-12-25,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX00637,2024-12-01,CUST1214,1007,9,43118,388062,Bandung,Offline,2024-12-01,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX00653,2024-06-10,CUST1201,1007,5,43118,215590,Surabaya,Offline,2024-06-10,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX00680,2024-04-29,CUST1081,1007,10,43118,431180,Jakarta,Online,2024-04-29,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX00721,2024-12-22,CUST1049,1007,3,43118,129354,Jakarta,Offline,2024-12-22,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX00724,2024-04-30,CUST1243,1007,10,43118,431180,Surabaya,Online,2024-04-30,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX00736,2024-11-07,CUST1205,1007,10,43118,431180,Jakarta,Offline,2024-11-07,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX00770,2024-04-03,CUST1171,1007,9,43118,388062,Jakarta,Online,2024-04-03,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX00793,2024-01-25,CUST1055,1007,10,43118,431180,Jakarta,Online,2024-01-25,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX00838,2024-03-04,CUST1230,1007,10,43118,431180,Medan,Online,2024-03-04,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX00840,2024-09-04,CUST1260,1007,10,43118,431180,Bandung,Online,2024-09-04,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX00882,2024-02-02,CUST1299,1007,10,43118,431180,Jakarta,Online,2024-02-02,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX00889,2024-10-07,CUST1043,1007,9,43118,388062,Surabaya,Online,2024-10-07,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX00891,2024-04-04,CUST1113,1007,3,43118,129354,Makassar,Offline,2024-04-04,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX00896,2024-11-13,CUST1035,1007,5,43118,215590,Bandung,Offline,2024-11-13,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX00900,2024-04-23,CUST1223,1007,4,43118,172472,Surabaya,Offline,2024-04-23,Dove Variant 1,Personal Care,Dove,29346,43118,172472,55088
TRX00909,2024-09-18,CUST1046,1007,9,43118,388062,Medan,Offline,2024-09-18,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX00916,2024-01-21,CUST1165,1007,1,43118,43118,Jakarta,Offline,2024-01-21,Dove Variant 1,Personal Care,Dove,29346,43118,43118,13772
TRX00940,2024-10-28,CUST1294,1007,6,43118,258708,Jakarta,Offline,2024-10-28,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX00958,2024-12-02,CUST1265,1007,4,43118,172472,Surabaya,Online,2024-12-02,Dove Variant 1,Personal Care,Dove,29346,43118,172472,55088
TRX00968,2024-02-29,CUST1262,1007,6,43118,258708,Surabaya,Offline,2024-02-29,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX00977,2024-09-12,CUST1102,1007,4,43118,172472,Bandung,Online,2024-09-12,Dove Variant 1,Personal Care,Dove,29346,43118,172472,55088
TRX01009,2024-08-15,CUST1185,1007,5,43118,215590,Makassar,Offline,2024-08-15,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX01029,2024-03-24,CUST1199,1007,4,43118,172472,Medan,Online,2024-03-24,Dove Variant 1,Personal Care,Dove,29346,43118,172472,55088
TRX01041,2024-02-06,CUST1278,1007,7,43118,301826,Medan,Online,2024-02-06,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX01057,2024-05-08,CUST1020,1007,3,43118,129354,Medan,Offline,2024-05-08,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX01059,2024-04-05,CUST1278,1007,10,43118,431180,Surabaya,Offline,2024-04-05,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX01065,2024-12-15,CUST1254,1007,9,43118,388062,Makassar,Online,2024-12-15,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX01077,2024-11-16,CUST1091,1007,10,43118,431180,Makassar,Offline,2024-11-16,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX01084,2024-08-19,CUST1229,1007,6,43118,258708,Medan,Online,2024-08-19,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX01099,2024-08-09,CUST1148,1007,4,43118,172472,Medan,Online,2024-08-09,Dove Variant 1,Personal Care,Dove,29346,43118,172472,55088
TRX01108,2024-03-27,CUST1179,1007,5,43118,215590,Makassar,Offline,2024-03-27,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX01140,2024-04-28,CUST1118,1007,10,43118,431180,Jakarta,Offline,2024-04-28,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX01143,2024-03-24,CUST1098,1007,3,43118,129354,Bandung,Online,2024-03-24,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX01158,2024-06-14,CUST1083,1007,5,43118,215590,Jakarta,Online,2024-06-14,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX01165,2024-04-13,CUST1001,1007,3,43118,129354,Makassar,Offline,2024-04-13,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX01179,2024-10-19,CUST1270,1007,2,43118,86236,Jakarta,Offline,2024-10-19,Dove Variant 1,Personal Care,Dove,29346,43118,86236,27544
TRX01191,2024-06-22,CUST1245,1007,6,43118,258708,Medan,Online,2024-06-22,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX01285,2024-06-21,CUST1092,1007,9,43118,388062,Surabaya,Online,2024-06-21,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX01294,2024-12-20,CUST1165,1007,7,43118,301826,Surabaya,Online,2024-12-20,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX01359,2024-03-17,CUST1293,1007,10,43118,431180,Jakarta,Offline,2024-03-17,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX01361,2024-09-28,CUST1201,1007,7,43118,301826,Medan,Online,2024-09-28,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX01422,2024-05-14,CUST1153,1007,3,43118,129354,Medan,Online,2024-05-14,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX01458,2024-08-26,CUST1056,1007,2,43118,86236,Makassar,Online,2024-08-26,Dove Variant 1,Personal Care,Dove,29346,43118,86236,27544
TRX01506,2024-09-12,CUST1109,1007,10,43118,431180,Medan,Offline,2024-09-12,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX01531,2024-07-17,CUST1004,1007,8,43118,344944,Medan,Offline,2024-07-17,Dove Variant 1,Personal Care,Dove,29346,43118,344944,110176
TRX01616,2024-10-18,CUST1200,1007,5,43118,215590,Jakarta,Offline,2024-10-18,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX01700,2024-06-15,CUST1092,1007,10,43118,431180,Jakarta,Online,2024-06-15,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX01712,2024-05-28,CUST1085,1007,10,43118,431180,Jakarta,Online,2024-05-28,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX01723,2024-12-10,CUST1063,1007,8,43118,344944,Surabaya,Offline,2024-12-10,Dove Variant 1,Personal Care,Dove,29346,43118,344944,110176
TRX01731,2024-10-09,CUST1099,1007,3,43118,129354,Makassar,Online,2024-10-09,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX01734,2024-12-13,CUST1011,1007,4,43118,172472,Makassar,Offline,2024-12-13,Dove Variant 1,Personal Care,Dove,29346,43118,172472,55088
TRX01771,2024-01-06,CUST1037,1007,6,43118,258708,Surabaya,Online,2024-01-06,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX01784,2024-11-18,CUST1143,1007,1,43118,43118,Bandung,Offline,2024-11-18,Dove Variant 1,Personal Care,Dove,29346,43118,43118,13772
TRX01802,2024-04-07,CUST1070,1007,5,43118,215590,Makassar,Offline,2024-04-07,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX01806,2024-09-21,CUST1282,1007,4,43118,172472,Medan,Offline,2024-09-21,Dove Variant 1,Personal Care,Dove,29346,43118,172472,55088
TRX01832,2024-12-23,CUST1291,1007,3,43118,129354,Jakarta,Offline,2024-12-23,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX01835,2024-03-03,CUST1188,1007,9,43118,388062,Jakarta,Online,2024-03-03,Dove Variant 1,Personal Care,Dove,29346,43118,388062,123948
TRX01842,2024-03-12,CUST1241,1007,8,43118,344944,Surabaya,Online,2024-03-12,Dove Variant 1,Personal Care,Dove,29346,43118,344944,110176
TRX01879,2024-05-26,CUST1295,1007,5,43118,215590,Medan,Online,2024-05-26,Dove Variant 1,Personal Care,Dove,29346,43118,215590,68860
TRX01896,2024-05-10,CUST1126,1007,3,43118,129354,Makassar,Online,2024-05-10,Dove Variant 1,Personal Care,Dove,29346,43118,129354,41316
TRX01910,2024-07-12,CUST1063,1007,2,43118,86236,Surabaya,Online,2024-07-12,Dove Variant 1,Personal Care,Dove,29346,43118,86236,27544
TRX01924,2024-11-09,CUST1041,1007,7,43118,301826,Surabaya,Offline,2024-11-09,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
TRX01946,2024-05-29,CUST1192,1007,8,43118,344944,Jakarta,Offline,2024-05-29,Dove Variant 1,Personal Care,Dove,29346,43118,344944,110176
TRX02000,2024-05-16,CUST1027,1007,10,43118,431180,Surabaya,Online,2024-05-16,Dove Variant 1,Personal Care,Dove,29346,43118,431180,137720
TRX02008,2024-09-20,CUST1272,1007,8,43118,344944,Jakarta,Offline,2024-09-20,Dove Variant 1,Personal Care,Dove,29346,43118,344944,110176
TRX02021,2024-01-05,CUST1051,1007,6,43118,258708,Medan,Offline,2024-01-05,Dove Variant 1,Personal Care,Dove,29346,43118,258708,82632
TRX02039,2024-04-11,CUST1242,1007,7,43118,301826,Jakarta,Online,2024-04-11,Dove Variant 1,Personal Care,Dove,29346,43118,301826,96404
